nombre,apellidos,nif,telefono,email,categoria,description,urgencia,fecha,direccion_persona,ubicacion_incidencia
Diego,Cortés Torres,93044254P,656663657,diego_cortes84@live.com,Limpieza,Vertido de aceite de motor en la vía pública cerca del garaje de la Calle Pavaneras. Se a formado una mancha negra grande que resbala.,4,2026-01-15T15:53:06+01:00,"Carrera del Darro 105, 4ºC, 18011 Granada","37.199740, -3.602452 - Junto a la parada de autobús"
Vicente,León Serrano,88669166A,918763766,vicente.leon.serrano@gmail.com,Limpieza,"Un bolsa de plastico enganchada en la rama del árbol de la Plaza Nueva, lleva alli aproximadamente una semana. Se ve muy fea.",1,2026-01-16T00:27:03+01:00,"Calle Gonzalo Gallas 1, 1ºC, 18006 Granada","37.164773, -3.618724 - Junto al parque infantil"
Javier,Castillo Blanco,53346785X,754845789,jcastillo350@outlook.es,Limpieza,"Acumulación de basura residual en la esquina de Calle Elvira y Calle Navas, consta de bolsas rasgadas, cartones y restos de comida. Lleva 4 dias sin recoger.",3,2026-01-16T01:19:42+01:00,"Avenida de la Constitución 10, 1ºD, 18010 Granada","37.157023, -3.577869 - Junto al colegio"
Raquel,Hernández Medina,99506209K,943232110,rhernandez468@yahoo.es,Movilidad,Cartel informativo de tráfico parcialmente ilegible en Calle Pan. Falta la mitad del texto pero se comprende el mensaje basico.,1,2026-01-16T06:15:15+01:00,"Calle Duquesa 98, 5ºB, 18013 Granada","37.199257, -3.610486 - Junto al paso de peatones"
Silvia,Moya Molina,25143753S,721479963,smoya209@gmail.com,Limpieza,"Restos de construcción (escombros) abandoados en la cuneta de la Avenida de la Constitución, muy peligroso para los vehiculos.",4,2026-01-16T12:35:53+01:00,"Calle Profesor Emilio Orozco 71, 1ºC, 18014 Granada","37.198394, -3.592312 - En la rotonda"
Jorge,Castillo Torres,76162980K,669608175,jorgecastillo35@outlook.es,Movilidad,"Baches multiples en la calle Tablas, zona de San Matías. Los vehiculos se saltan a la acera para evitarlos y eso es muy peligroso.",3,2026-01-16T15:18:36+01:00,"Calle Sierpe 62, 1ºA, 18005 Granada","37.171225, -3.600193 - Frente al portal 16"
Vicente,Rodríguez López,87390425Q,949584572,vicente_rodriguez95@hotmail.es,Alumbrado Público,"Todo el tramo de la Calle de los Labradores entre San Matías y el Mercadillo esta a oscuras completamente. Hay un total de 12 farolas sin funcionar, es impossible ver nada.",4,2026-01-16T16:15:10+01:00,"Plaza Bib-Rambla 10, 5ºA, 18007 Granada","37.193060, -3.607083 - Junto a la parada de autobús"
Álvaro,Delgado Jiménez,90950184L,930862732,alvaro.delgado.jimenez@yahoo.es,Mobiliario Urbano,Papelera Paseo de los Martires con agujero grande en costado y pintura completamente desprendida. Apenas cumple función.,1,2026-01-16T16:34:39+01:00,"Calle Obispo Hurtado 73, 6ºA, 18003 Granada","37.165721, -3.613563 - Junto a la fuente"
Sergio,Rivera Castillo,43111355V,624101678,sergiorivera524@gmail.com,Limpieza,Paquetes vacios de tabaco y envoltorios diversos tirados en la acera de la Calle Marqués de Mondéjar. Apenas ocupan espacio pero afean mucho.,1,2026-01-16T19:38:36+01:00,"Plaza de Mariana Pineda 73, 3ºD, 18007 Granada","37.173690, -3.609043 - Junto al paso de peatones"
Alejandro,López Muñoz,98124721M,964252114,alejandro_lopez96@yahoo.es,Movilidad,"La señal de stop en la esquina de Calle Reyes Católicos y Puentezuelas esta completamente desgastada, no se ve bien desde el coche. Hay riesgo de accidentes.",1,2026-01-17T00:20:10+01:00,"Calle Elvira 61, 1ºB, 18010 Granada","37.166031, -3.598384 - Junto a la fuente"
Lucía,Iglesias Cano,51466251W,772903919,liglesias772@yahoo.es,Alumbrado Público,"Farola en Calle Puentezuelas con luz muy debil y amarillenta. Apenas se distingue el suelo, debería tener más intensidad.",1,2026-01-17T01:01:14+01:00,"Calle Severo Ochoa 73, 5ºA, 18012 Granada","37.161027, -3.617937 - Junto al paso de peatones"
Teresa,Romero Sánchez,23885671X,696480156,teresa_romero96@gmail.com,Limpieza,"Tres contenedores llenos en la Calle San Antón, no caben mas bolsas adentro y hay basura esparcida alrededor. Necesita recogida inmediata.",3,2026-01-17T07:00:38+01:00,"Calle Alhamar 91, 2ºB, 18010 Granada","37.197614, -3.604412 - Cerca del cruce con Calle Profesor Emilio Orozco"
Marta,Muñoz Rodríguez,47397379Z,985277200,marta_munoz23@live.com,Movilidad,"Hay un bache de unos 30 cm en la Avenida de la Constitución, frente al Corte Inglés. Los coches saltan al pasar.",2,2026-01-17T10:25:21+01:00,"Calle Gonzalo Gallas 81, 4ºB, 18001 Granada","37.159162, -3.609637 - En la mediana de la avenida"
Josefa,Ramos Cortés,68489468E,918245853,josefaramos192@gmail.com,Parques y Jardines,El pasto del Parque de la Constitución no a sido segado en un mes. Esta lleno de maleza y parece un terreno abandonado.,1,2026-01-17T19:34:39+01:00,"Calle Tablas 12, 4ºC, 18014 Granada","37.188176, -3.588325 - A la altura del número 53"
Amparo,Núñez Gutiérrez,57656805Z,974903906,amparo.nunez.gutierrez@hotmail.com,Mobiliario Urbano,"Bolardo decorativo acera Calle Navas arrancado y faltando, dejando vacio en la alineacion. Peligro para trafico peatonal.",4,2026-01-17T19:37:44+01:00,"Calle Tablas 53, 1ºC, 18006 Granada","37.186000, -3.580116 - Junto al quiosco de prensa"
Alberto,Molina Rodríguez,54098849C,777000081,alberto_molina96@gmail.com,Alumbrado Público,"Hay 4 farolas rotas seguidas en Paseo de los Tristes, sin iluminacion. La zona queda muy mal iluminada y no es seguro pasar por alli.",3,2026-01-17T19:52:50+01:00,"Calle Reyes Católicos 76, 1ºB, 18001 Granada","37.163862, -3.608508 - Bajo la marquesina del autobús"
Alicia,Garrido Romero,90263320G,662810906,alicia.garrido715@gmail.com,Parques y Jardines,Los bancos del jardin de la Tana tienen listones flojos y astillados. Varias personas se han quejado de rasguños al sentarse.,2,2026-01-17T22:32:41+01:00,"Camino de Ronda 63, 5ºB, 18007 Granada","37.156939, -3.623424 - En la rotonda"
Paula,Cano Díaz,80752146C,674832004,pcano965@outlook.es,Movilidad,El semáforo de la Puerta Real parpadea constantemente en rojo. Los conductores no saben si pueden avanzar o no.,3,2026-01-18T00:54:22+01:00,"Calle Tinajilla 46, 6ºA, 18004 Granada","37.195644, -3.596133 - Junto al parque infantil"
Diego,Marín Sánchez,60002418H,961847287,diego.marin.sanchez@yahoo.es,Movilidad,El semaforo principal en la interseccion de Gran Via y Calle Elvira esta completamente apagado. El trafico esta colapsado.,4,2026-01-18T05:06:36+01:00,"Calle Alhamar 92, 3ºA, 18015 Granada","37.197312, -3.601677 - En la rotonda"
Fernando,Castro Castillo,65894847P,627761747,fcastro730@gmail.com,Limpieza,"Vertido de sustancia quimica desconocida en la calle Profesor López Argüeta, a 50 metros del Colegio Público San Fernando. Huele muy fuerte y hay un área con color amarillento.",5,2026-01-18T07:02:16+01:00,"Calle Recogidas 85, Bajo B, 18006 Granada","37.155942, -3.611102 - Junto al centro de salud"
Esperanza,Núñez García,62043918S,730331946,esperanza.nunez.garcia@live.com,Limpieza,"El contenedor de reciclaje en la Avenida de la República Argentina está a mitad de capacidad pero necesita limpieza por fuera, tiene manchas oscuras.",2,2026-01-18T15:28:47+01:00,"Plaza Bib-Rambla 9, 5ºB, 18008 Granada","37.168462, -3.611301 - Junto al paso de peatones"
Amparo,Delgado Prieto,68792495R,928845415,amparodelgado377@gmail.com,Limpieza,"Bolsas de basura rota en la acera de la Calle Mesones, hay comida en descomposición y huele mal desde hace varios dias. Los acer caes están llenos de insectos.",3,2026-01-19T04:08:42+01:00,"Calle Molinos 82, 1ºB, 18009 Granada","37.181468, -3.597993 - En la acera izquierda"
Juan,Cortés Calvo,34204781D,971780532,juan_cortes81@gmail.com,Limpieza,"Un charco de liquido rojo-marrón (aparente pintura o producto toxico) en el pavimento de la Calle Princesa, debajo del balcón del edificio numero 34.",4,2026-01-19T19:11:12+01:00,"Acera del Darro 95, 3ºC, 18011 Granada","37.162308, -3.600904 - Frente al portal 28"
Alicia,Jiménez Serrano,13864876Q,656717355,alicia_jimenez30@gmail.com,Limpieza,Papeletas publicitarias y folletos abandonados en la entrada de la estacion de autobuses. Son demasiadas y forman un monton.,2,2026-01-20T06:26:32+01:00,"Calle Mesones 116, 1ºC, 18013 Granada","37.181754, -3.604799 - En la mediana de la avenida"
Carmen,Iglesias Vázquez,74142110T,759893042,carmen.iglesias.vazquez@gmail.com,Alumbrado Público,"Un transformer electrico deteriorado esta conectado a una farola en la Calle Acera del Darro, hay riesgo de cortocircuito o descarga. Es urgente repararlo.",5,2026-01-20T08:45:05+01:00,"Paseo de los Tristes 65, 2ºC, 18001 Granada","37.181207, -3.577415 - Bajo la marquesina del autobús"
Cristina,Sanz Calvo,85511727G,990026142,cristina.sanz.calvo@hotmail.com,Parques y Jardines,La red de riego del Parque de la Magdalena esta rota en varios puntos de conexion. Las fuentes ornamentales no tienen agua y las flores se marchitan.,3,2026-01-20T14:45:26+01:00,"Acera del Darro 8, 1ºC, 18002 Granada","37.177710, -3.623664 - A la altura del número 49"
Ramón,Ramos Domínguez,53658031C,987725648,rramos399@live.com,Alumbrado Público,"La farola enfrente del edificio de la Universidad esta fundida, pero hay varias otras cercanas dando luz. No es grave pero si notorio.",2,2026-01-20T14:54:09+01:00,"Plaza de Mariana Pineda 100, Bajo A, 18009 Granada","37.192637, -3.600073 - Al lado del contenedor de reciclaje"
Rafael,Hernández Blanco,55287230Z,671116328,rhernandez762@yahoo.es,Limpieza,"Basura acumulada en el patio trasero del Colegio Rural ""Los Alpujarreños"" en la Avenida Fuero de Córdoba, con botellas rotas y materiales peligrosos.",5,2026-01-20T14:54:21+01:00,"Paseo del Salón 46, 3ºD, 18004 Granada","37.169933, -3.573158 - Frente al supermercado"
Irene,González Vázquez,39145065P,615091756,irene_gonzalez54@gmail.com,Limpieza,"Envoltorios de comida rápida en el suelo junto al Parque de los Martires, apenas algunos pero estan justo en el camino principal.",1,2026-01-20T15:59:53+01:00,"Calle Severo Ochoa 36, 6ºA, 18013 Granada","37.181158, -3.601287 - En la rotonda"
Marta,Gómez Sánchez,37906889Z,648413818,mgomez829@outlook.es,Parques y Jardines,En el Parque de la Cartuja hay dos ramas principales del nogal que estan a punto de caer y pueden golpear la zona de descanso. Es muy peligroso.,4,2026-01-20T17:31:29+01:00,"Calle Profesor Emilio Orozco 41, 1ºD, 18001 Granada","37.180495, -3.583648 - Junto al colegio"
Rubén,Núñez Rodríguez,49079054K,947715677,ruben_nunez54@gmail.com,Limpieza,"Tuberias reventadas con aguas residuales en la Calle Alhacaba, han creado un charco grande en la acera que afecta el paso de peatones.",4,2026-01-20T19:46:56+01:00,"Calle Gonzalo Gallas 97, 3ºB, 18003 Granada","37.170198, -3.602424 - Frente al supermercado"
Luis,Moreno Alonso,30050636D,624040560,lmoreno903@yahoo.es,Limpieza,Contenedores de vidrio y orgánico en la Calle Santa Escolástica algo llenos pero sin desbordar. La zona alrededor está un poco sucia pero nada grave.,2,2026-01-21T00:49:14+01:00,"Calle Duquesa 7, 5ºB, 18007 Granada","37.184934, -3.609756 - Junto al centro de salud"
Sergio,Castillo Blanco,97826630V,642407337,sergio.castillo.blanco@gmail.com,Limpieza,"Acumulación de ramas, maderas y escombros en la Calle Fajardo desde hace casi una semana. Está afectando la accesibilidad.",3,2026-01-21T06:50:32+01:00,"Calle Severo Ochoa 111, 2ºA, 18015 Granada","37.164541, -3.612933 - Al lado del contenedor de reciclaje"
Marta,Sánchez Herrera,90226200Y,980526853,marta.sanchez.herrera@live.com,Limpieza,Liquidos desconocidos (posiblemente quimicos industriales) cerca del patio de la Escuela Infantil María del Mar en la Calle Virgen de Belen. Hay mal olor intenso.,5,2026-01-21T10:36:53+01:00,"Plaza de Mariana Pineda 56, 3ºD, 18011 Granada","37.198006, -3.596918 - Frente al supermercado"
Óscar,López García,87959339W,731656311,olopez299@hotmail.com,Parques y Jardines,El cesped del Parque Estadio está crecido de forma irregular con zonas de hasta 25 cm de altura y mucha maleza invasora. Necesita mantenimiento inmediato.,1,2026-01-21T10:47:21+01:00,"Calle Neptuno 77, 2ºA, 18012 Granada","37.195495, -3.570937 - Junto a la fuente"
Alejandro,Muñoz Hernández,60049834P,647436666,alejandromunoz15@gmail.com,Parques y Jardines,Hay varios bancos de hormigon en el Paseo de los Mártires con la madera de apoyo suelta y defectuosa. El riesgo de caida es real.,2,2026-01-21T21:54:43+01:00,"Calle Ángel Ganivet 65, Bajo B, 18010 Granada","37.199619, -3.593420 - Junto a la fuente"
Rafael,Garrido Castro,78682937Y,956179028,rafael.garrido.castro@outlook.es,Alumbrado Público,"La farola en la esquina de Calle Navas con Puerta Real esta con la luz muy debil, apenas se ve el suelo cuando paso por ahi de noche.",1,2026-01-22T04:10:00+01:00,"Carrera del Darro 106, Bajo B, 18007 Granada","37.165913, -3.611835 - Frente al portal 55"
Juan,Medina Ramírez,50381493Q,930705425,juan.medina.ramirez@gmail.com,Alumbrado Público,"Farola fundida en Avenida de la Constitucion numero 45, pero hay otra funcional a unos 30 metros, no es peligroso.",2,2026-01-22T05:21:54+01:00,"Gran Vía de Colón 85, 5ºA, 18008 Granada","37.159804, -3.584022 - Al lado del contenedor de reciclaje"
Carlos,Cano Pérez,74464162Y,917425020,carlos_cano49@gmail.com,Parques y Jardines,El sistema de riego automatico del Parque de la Inmaculada lleva sin funcionar 15 días. Todo esta seco y las coníferas comenzan a sufrir daños.,3,2026-01-22T10:33:05+01:00,"Calle Recogidas 92, 1ºD, 18002 Granada","37.161209, -3.612694 - Junto al colegio"
Paula,Gallego Gutiérrez,54207685C,952069067,paulagallego567@hotmail.es,Otros,Olor a gas muy fuerte en el sotano del edificio de Calle Reyes Católicos 12. Hay peligro de explosion.,5,2026-01-22T14:24:02+01:00,"Calle Duquesa 11, Bajo A, 18002 Granada","37.192589, -3.571397 - En la acera izquierda"
Alberto,Sánchez Gallego,60025640X,973710057,asanchez149@gmail.com,Movilidad,"Se ha abierto un socavón enorme en la Calle Ángel Ganivet, justo en medio de la vía. Es un peligro grave para todo tipo de vehículo.",5,2026-01-22T21:44:06+01:00,"Calle Severo Ochoa 74, 2ºD, 18014 Granada","37.189542, -3.619329 - Al lado del contenedor de reciclaje"
Daniel,Jiménez Vázquez,76833674N,617433984,danieljimenez608@gmail.com,Limpieza,"Unos papeles sueltos del periodico en la acera de la Calle Tablas, nada relevante pero que mejoraría la limpieza general de la zona.",1,2026-01-22T21:50:35+01:00,"Calle Gracia 115, 5ºA, 18013 Granada","37.197802, -3.606710 - Frente a la farmacia"
Pedro,Núñez Moreno,67714711C,696907204,pedro_nunez22@live.com,Alumbrado Público,"¡Calle Elvira completamente a oscuras! Las luces llevan semanas apagadas entre la Puerta de Elvira y Plaza Nueva, es imposible transitar de noche sin peligro.",4,2026-01-23T07:51:44+01:00,"Avenida de Madrid 30, 1ºB, 18012 Granada","37.162822, -3.584298 - En la mediana de la avenida"
Laura,Molina Gómez,18766146D,676887170,laura.molina.gomez@hotmail.es,Mobiliario Urbano,Banqueta madera Mirador San Nicolas con barniz descascarillado y varias esquinas rotas. Incómodo y poco seguro.,2,2026-01-23T07:57:32+01:00,"Calle Duquesa 8, 2ºD, 18015 Granada","37.168044, -3.581461 - Al lado del contenedor de reciclaje"
Alicia,Jiménez Herrera,58854378T,653531711,alicia.jimenez317@hotmail.com,Parques y Jardines,"El cesped del parque de la Fuente del Triunfo esta muy crecido hace semanas, afecta a la estetica pero los niños aun pueden jugar. Seria bueno cortarlo pronto.",1,2026-01-23T14:45:22+01:00,"Calle Zacatín 23, 5ºA, 18003 Granada","37.181322, -3.592403 - Junto a la parada de autobús"
Marta,Gutiérrez Flores,27918018C,968590064,marta.gutierrez.flores@yahoo.es,Limpieza,"Envoltorios de plastco y papeles desperdigados en la acera de la calle Reyes Católicos, frente al mercado. Hace unos dias que esta asi.",2,2026-01-23T17:16:55+01:00,"Camino de Ronda 59, 6ºA, 18014 Granada","37.163319, -3.585896 - Junto al colegio"
Raquel,Molina Blanco,59314006L,987330837,raquel.molina.blanco@gmail.com,Movilidad,La línea blanca divisoria en la Avenida de la República Argentina está borrosa y casi no se ve. Los conductores cambian de carril sin avisar.,1,2026-01-23T18:17:48+01:00,"Plaza Bib-Rambla 52, 4ºC, 18015 Granada","37.174749, -3.578447 - En la acera derecha"
Iván,León Vázquez,75373240D,912820677,ivanleon985@gmail.com,Movilidad,Pequeno bache en calle Caldería Nueva que causa vibración en motos y scooters. No es peligroso pero incomodo.,2,2026-01-24T06:09:10+01:00,"Avenida de la Constitución 102, 3ºB, 18014 Granada","37.197434, -3.582931 - Junto al centro de salud"
Pablo,Romero Marín,37415823K,643716027,pabloromero556@gmail.com,Mobiliario Urbano,Señal informativa turistica acera Principal con poste aflojado y oscilante al viento. Podria caer sobre personas.,5,2026-01-24T10:48:15+01:00,"Calle Alcaicería 19, 5ºA, 18003 Granada","37.193263, -3.622466 - Junto a la parada de autobús"
Daniel,García Cano,89979770K,952931776,daniel_garcia70@hotmail.com,Alumbrado Público,"Cable electrico colgando peligrosamente en Calle San Jeronimo, entre dos farolas. Podria causar un accidente grave o quemaduras.",5,2026-01-24T14:58:56+01:00,"Calle Neptuno 74, 5ºA, 18015 Granada","37.173223, -3.570943 - Junto a la fuente"
Luis,Núñez Rivera,98467089H,961049706,luis_nunez28@gmail.com,Limpieza,"Papeletas electorales y periódicos viejos acumulados en la esquina de la Plaza Nueva, junto a la papelera rota.",1,2026-01-24T17:26:10+01:00,"Avenida de Cervantes 21, 1ºC, 18001 Granada","37.190239, -3.582532 - Cerca del cruce con Calle Arabial"
